nume,pret,sortimente,Date,RobotName,RobotVersion,Sortiment,Post cheltuieli
Vin alb demisec Prieten Vechi 5L,30.70 Lei/buc 6.14 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca alba Jidvei 2013 DOC-CMD 0.75L,12.25 Lei/buc 16.33 litru,Vinuri si spumante,20170803,cora,v1,15207,152
Chardonnay vin demisec 3L,25.20 Lei/buc 8.40 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot Schwaben 0.75L,12.82 Lei/buc 17.09 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Traminer Jidvei 2013 DOC-CMD 0.75L,12.53 Lei/buc 16.71 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Vinaria Ostrov 1.5L,11.49 Lei/buc 7.66 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon & Pinot Noir Schwaben 0.75L,12.81 Lei/buc 17.08 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Perla Transilvaniei Jidvei DS 1.5L,12.08 Lei/buc 8.05 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Riesling Italian Schwaben 0.75L,12.90 Lei/buc 17.20 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Craita Transilvaniei IG 0.75L,6.88 Lei/buc 9.17 litru,Vinuri si spumante,20170803,cora,v1,,
Bucium vin rose demisec Busuioaca de Bohotin 0.75L,14.40 Lei/buc 19.20 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu capsuni Robby Bubble 0.75L,9.25 Lei/buc 12.33 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca Regala Castel Huniade 0.75L,16.82 Lei/buc 22.43 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Sange de Taur 1.5L,19.34 Lei/buc 12.89 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Pinot Noir Beciul Domnesc 0.75L,16.34 Lei/buc 21.79 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Feteasca Alba Crama 3L,24.89 Lei/buc 8.30 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu sec ecologic Cabernet Sauvignon Bob cu bob DOC-CMD 0.75L,11.90 Lei/buc 15.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demidulce Muscat Ottonel Proles Pontica 1.5l,15.33 Lei/buc 10.22 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Pinot Noir Proles Pontica 1.5L,15.75 Lei/buc 10.50 litru,Vinuri si spumante,20170803,cora,v1,,
Vin demisec Vinul de aur al Vrancei Galbena de Odobesti 1.5l,14.70 Lei/buc 9.80 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Beciul Domnesc 0.75L,16.28 Lei/buc 21.71 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Ecologic Pinot Noir Bob cu Bob DOC-CMD 0.75L,11.90 Lei/buc 15.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demidulce Busuioaca de Bohotin Casa de vinuri Husi IG 0.75L.,12.62 Lei/buc 16.83 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb 1998 Galbena de Odobesti DD-IG 0.7L,8.01 Lei/buc 10.68 litru,Vinuri si spumante,20170803,cora,v1,,
Vin Alb de Masa La Crama 3L,30.49 Lei/buc 10.16 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demidulce Sauvignon Blanc Vinaria Bostavan 1L,14.60 Lei/buc 14.60 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant dulce Muscat Zarea 0.75L,16.07 Lei/buc 21.43 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu zmeura Robby Bubble 0.75L,9.41 Lei/buc 12.55 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Zarea Crystal Collection 0.75L,16.07 Lei/buc 21.43 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Sange de Taur 0.75L,13.62 Lei/buc 18.16 litru,Vinuri si spumante,20170803,cora,v1,,
Budureasca vin rose demisec 0.75L,22.16 Lei/buc 29.55 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Savignion Blanc Budureasca DOC-CMD 2013 2L,30.03 Lei/buc 15.02 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Craita Transilvaniei IG 0.75L,7.23 Lei/buc 9.64 litru,Vinuri si spumante,20170803,cora,v1,,
Cocktail aromatizat cu suc de capsuni Angelli 0.75L,14.49 Lei/buc 19.32 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demisec Terasele Dunarii Prieten Vechi 1.5L,12.47 Lei/buc 8.31 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu capsuni Piratii din Caraibe 0.75L,10.04 Lei/buc 13.39 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demidulce Tamaioasa Romaneasca Premiat 750ml,9.71 Lei/buc 12.95 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Mateus The Original 0.75L,25.81 Lei/buc 34.41 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Prieteni Vechi cora IG 1.5L,12.47 Lei/buc 8.31 litru,Vinuri si spumante,20170803,cora,v1,,
Cocktail aromatizat cu suc de piersici Angelli 0.75L,14.49 Lei/buc 19.32 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu de Masa Sangele Ursului 0.75L,11.59 Lei/buc 15.45 litru,Vinuri si spumante,20170803,cora,v1,,
Vin Rose Moelleux 0.75L,7.59 Lei/buc 10.12 litru,Vinuri si spumante,20170803,cora,v1,,
Beciul Domnesc vin rose demisec 0.75L,16.72 Lei/buc 22.29 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Busuioaca de Bohotin Viata Satului 0.75L,16.35 Lei/buc 21.80 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb licoros de 5 ani Lacrima lui Ovidiu 0.75L,27.68 Lei/buc 36.91 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demidulce Pinot Noir Vinaria Bostavan 1L,14.38 Lei/buc 14.38 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu struguri Tom&Jerry 0.75L,9.99 Lei/buc 13.32 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu mere Disney Princess 0.75L,11.01 Lei/buc 14.68 litru,Vinuri si spumante,20170803,cora,v1,,
Jidvei Perla Transilvaniei Vin Rosu 1.5L,12.05 Lei/buc 8.03 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot/Cabernet Karpaten Berge D IG 0.75L,10.27 Lei/buc 13.69 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demidulce Burgund Crama Domnitei IG 0.75L,8.66 Lei/buc 11.55 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura Aromatizata pe Baza de Vin cu Suc de Piersici Zarea Fruits Collection 0.75L,13.66 Lei/buc 18.21 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Zarea Crystal Collection 0.75L,16.49 Lei/buc 21.99 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec DOC-CMD Sauvignon Blanc Jidvei 0.75L,16.10 Lei/buc 21.47 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demisec Cabernet Sauvignon de Ceptura DOC-CMD 0.75L,12.21 Lei/buc 16.28 litru,Vinuri si spumante,20170803,cora,v1,,
Muscat Ottonel vin demidulce 0.75L,7.96 Lei/buc 10.61 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Schwaben 0.75L,12.93 Lei/buc 17.24 litru,Vinuri si spumante,20170803,cora,v1,,
Bob cu bob vin sec ecologic Pinot Noir 0.75L,11.90 Lei/buc 15.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Sauvignon Blanc Cervus Cepturum 0.75L,12.44 Lei/buc 16.59 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Sauvignon Blanc Clasic Jidvei 0.75L,15.24 Lei/buc 20.32 litru,Vinuri si spumante,20170803,cora,v1,,
Dom tohani vin 0.75l,14.82 Lei/buc 19.76 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu zmeura Bambino Party 0.75L,8.39 Lei/buc 11.19 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot/Pinot Noir Castel Huniade DOC-CMD 0.75L,18.15 Lei/buc 24.20 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demisec Jidvei DOC-CMD 0.75L,16.10 Lei/buc 21.47 litru,Vinuri si spumante,20170803,cora,v1,,
Beciul Domnesc vin Feteasca regala demisec 0.75L,16.18 Lei/buc 21.57 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura racoritoare cu piersici Robby Bubble 0.75L,9.34 Lei/buc 12.45 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Francusa Cotnari DOC-CMD 0.75L,13.17 Lei/buc 17.56 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Premiat IG 0.75L,8.24 Lei/buc 10.99 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Premiat 0.75L,8.00 Lei/buc 10.67 litru,Vinuri si spumante,20170803,cora,v1,,
Vinaria Ostrov Merlot Demisec 3L,25.20 Lei/buc 8.40 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Cuvee Imperial Angelli 0.75L,17.15 Lei/buc 22.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca Regala Domeniile Tohani DOC-CMD 0.75L,13.91 Lei/buc 18.55 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Comoara Pivnitei DOC-CMD 0.75L,8.59 Lei/buc 11.45 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca Regala Samburel de Olt 0.75L,15.72 Lei/buc 20.96 litru,Vinuri si spumante,20170803,cora,v1,,
Budureasca vin sec Cabernet Sauvignon D.O.C. Dealu Mare 2L,31.85 Lei/buc 15.93 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Fume Budureasca DOC-CMD 0.75L,21.78 Lei/buc 29.04 litru,Vinuri si spumante,20170803,cora,v1,,
Soapta Calugarului vin rosu demidulce 0.75L,13.58 Lei/buc 18.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Pinot Gris Jidvei DOC-CMD 0.75L,16.10 Lei/buc 21.47 litru,Vinuri si spumante,20170803,cora,v1,15207,152
Vin rose Rose de Roumanie Val Duna Crama Oprisor 3L,34.04 Lei/buc 11.35 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Domeniile Tohani DOC-CMD 0.75L,13.87 Lei/buc 18.49 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Zarea Crystal Collection 1.5L,31.31 Lei/buc 20.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Gran Dolce Cinzano 0.75L,29.22 Lei/buc 38.96 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Chardonnay Castel Huniade DOC-CMD 0.75L,16.82 Lei/buc 22.43 litru,Vinuri si spumante,20170803,cora,v1,,
Bautura Aromatizata pe Baza de Vin cu Suc de Capsuni Zarea Fruits Collection 0.75L,13.50 Lei/buc 18.00 litru,Vinuri si spumante,20170803,cora,v1,,
Cotnari Busuioaca de Bohotin vin rose demidulce 0.75L,13.41 Lei/buc 17.88 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demisec Feteasca Neagra Ceptura DOC-CMD 0.75L,13.10 Lei/buc 17.47 litru,Vinuri si spumante,20170803,cora,v1,,
Vin sec Sauvignon Blanc Castel Huniade 0.75L,16.76 Lei/buc 22.35 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Beciul Domnesc DOC-CMD 0.75L,16.40 Lei/buc 21.87 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Cricova 0.7L,14.08 Lei/buc 18.77 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demisec Prieten Vechi 5L,30.70 Lei/buc 6.14 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Grenache-Cinsault J.P. Chenet 0.75L,20.07 Lei/buc 26.76 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon De Purcari IG 2012 0.75L,33.23 Lei/buc 44.31 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Riesling Castel Huniade 0.75L,16.83 Lei/buc 22.44 litru,Vinuri si spumante,20170803,cora,v1,,
Sauvignon Blanc vin alb demisec Premiat 0.75L,8.24 Lei/buc 10.99 litru,Vinuri si spumante,20170803,cora,v1,,
PATRICIAN SYRAH Vin sec rosu 0.75L,15.08 Lei/buc 20.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Reseling Beciul Domnesc 2010 DOC-CMD 0.75L,16.89 Lei/buc 22.52 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Beciul Domnesc DOC-CMD 0.75L,16.44 Lei/buc 21.92 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Domeniile Tohani DOC-CMD 0.75L,14.00 Lei/buc 18.67 litru,Vinuri si spumante,20170803,cora,v1,,
"Vin rose demidulce ""Te iubesc"" Cramele Recas 0.75L",12.94 Lei/buc 17.25 litru,Vinuri si spumante,20170803,cora,v1,15206,152
Vin rosu demidulce Crama 3L,24.89 Lei/buc 8.30 litru,Vinuri si spumante,20170803,cora,v1,,
Vin de alb demisec Premiat 0.75L,7.34 Lei/buc 9.79 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot Domeniile Samburesti DOC-CT 0.75L,21.63 Lei/buc 28.84 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Chardonnay Samburel de Olt 0.75L,15.89 Lei/buc 21.19 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb brut Crisecco Cricova 0.75L,22.28 Lei/buc 29.71 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant cu suc de capsuni Zarea 20cl,5.47 Lei/buc 27.35 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Feteasca Regala Clasic Jidvei 0.75L,15.23 Lei/buc 20.31 litru,Vinuri si spumante,20170803,cora,v1,15207,152
Vin alb Muscat Ottonel Beciul Domnesc DOC-CMD 0.75L,17.45 Lei/buc 23.27 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Brut Zarea Diamond Collection 0.75L,27.39 Lei/buc 36.52 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Chardonnay De Purcari IG 2012 0.75L,33.25 Lei/buc 44.33 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Zarea Diamond Collection 0.75L,27.39 Lei/buc 36.52 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Feteasca Regala 0.75L,16.14 Lei/buc 21.52 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Pinot Grigio de Purcari 0.75L,33.08 Lei/buc 44.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demisec Busuioaca de Bohotin Domeniile Tohani-DOC-CMD 0.75L,14.19 Lei/buc 18.92 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Jidvei Premiat DOC-CMD 0.75L,14.05 Lei/buc 18.73 litru,Vinuri si spumante,20170803,cora,v1,15207,152
Vin alb Feteasca Alba Cotnari DOC-CMD 0.75L,13.85 Lei/buc 18.47 litru,Vinuri si spumante,20170803,cora,v1,15208,152
Vin alb Riesling Premiat 0.75L,7.69 Lei/buc 10.25 litru,Vinuri si spumante,20170803,cora,v1,,
Cocktail aromatizat cu suc de piersici Dorato 0.75L,11.44 Lei/buc 15.25 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Budureasca DOC-CT 2013 0.75L,21.34 Lei/buc 28.45 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Rara Neagra De Purcari IG 2012 0.75L,37.49 Lei/buc 49.99 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demidulce Vinicer Crama Basilescu IG 0.75L,14.46 Lei/buc 19.28 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Pinot Noir Domeniile Tohani DOC-CMD 0.75L,15.59 Lei/buc 20.79 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Te Iubesc Editie Limitata 0.75L,12.91 Lei/buc 17.21 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Nec Plus Ultra DOC-CMD 0.75L,19.58 Lei/buc 26.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Zghihara de Husi 0.75L,15.21 Lei/buc 20.28 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Pinot Gris Prieten Vechi 0.75L,8.63 Lei/buc 11.51 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Riesling Italian Prieten Vechi 0.75L,8.63 Lei/buc 11.51 litru,Vinuri si spumante,20170803,cora,v1,,
Crama Ceptura vin rose Cabernet Sauvignon 0.75L,30.30 Lei/buc 40.40 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu demisec Feteasca Neagra Bucium 0.75L,14.40 Lei/buc 19.20 litru,Vinuri si spumante,20170803,cora,v1,,
Cocktail aromatizat cu suc de cirese Angelli 0.75L,14.49 Lei/buc 19.32 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Vinul Cavalerului 0.75L,23.60 Lei/buc 31.47 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Recas 3L,33.23 Lei/buc 11.08 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Domeniile Samburesti DOC-CMD 0.75L,27.20 Lei/buc 36.27 litru,Vinuri si spumante,20170803,cora,v1,,
Dorato Rosso vin rosu demidulce 0.75L,9.46 Lei/buc 12.61 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Bordeaux L'Ame du Terroir 0.75L,13.43 Lei/buc 17.91 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb demisec Traminer Cricova 0.75L,22.69 Lei/buc 30.25 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc Budureasca DOC-CMD 0.75L,21.06 Lei/buc 28.08 litru,Vinuri si spumante,20170803,cora,v1,,
Prahova Valley vin rose 0.75L,13.49 Lei/buc 17.99 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot Beciul Domnesc DOC-CMD 0.75L,16.46 Lei/buc 21.95 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Castel Huniade 0.75L,16.91 Lei/buc 22.55 litru,Vinuri si spumante,20170803,cora,v1,,
Dorato Bianco vin perlant 0.75l,10.02 Lei/buc 13.36 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca alba Beciul Domnesc 2010 DOC-CMD 0.75L,16.46 Lei/buc 21.95 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze De Purcari IG 2013 0.75L,36.76 Lei/buc 49.01 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demisec Babeasca Rose Casa Panciu DOC-CMD 0.75L,17.63 Lei/buc 23.51 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb demisec Feteasca Regala si Muscat Ottonel Casa Panciu 0.75L,14.41 Lei/buc 19.21 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Chardonnay Cricova 0.7L,13.52 Lei/buc 18.03 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb demisec Cricova 0.75L,17.93 Lei/buc 23.91 litru,Vinuri si spumante,20170803,cora,v1,,
Feteasca Regala vin demidulce Premiat 0.75L,7.83 Lei/buc 10.44 litru,Vinuri si spumante,20170803,cora,v1,,
Blue Nun Gold Edition vin spumant sec 11%alcool,37.00 Lei/buc 49.33 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Floare de Luna DOC-CMD 0.75L,29.33 Lei/buc 39.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Merlot Zestrea Murfatlar DOC-CT 0.75L,13.43 Lei/buc 17.91 litru,Vinuri si spumante,20170803,cora,v1,15209,152
Vin spumant alb dulce Angelli Gran Moscato 0.75L,17.96 Lei/buc 23.95 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant Muscat dulce 0.75L,15.32 Lei/buc 20.43 litru,Vinuri si spumante,20170803,cora,v1,,
Tezaur vin 0.75l,25.62 Lei/buc 34.16 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Sauvignon Blanc/Feteasca Regala Tezaur Jidvei DOC-CMD 0.75L,25.85 Lei/buc 34.47 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Muscat Ottonel Val Duna Crama Oprisor 3L,32.89 Lei/buc 10.96 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb de Masa Muscatel 1.5L,12.53 Lei/buc 8.35 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cotes du Rhone St Jean de la Vallee DOC 0.75L,11.89 Lei/buc 15.85 litru,Vinuri si spumante,20170803,cora,v1,,
Domeniile Samburesti vin sec Feteasca Neagra 0.75L,21.63 Lei/buc 28.84 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu sec Feteasca Neagra Crama Ceptura DOC-CMD 0.75L,18.13 Lei/buc 24.17 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant demisec alb Zarea 20cl,7.02 Lei/buc 35.10 litru,Vinuri si spumante,20170803,cora,v1,,
Beciul Domnesc vin Chardonnay sec 0.75L,16.18 Lei/buc 21.57 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet Sauvignon Castel Huniade DOC-CMD 0.75L,16.61 Lei/buc 22.15 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Cabernet-Syrah J.P. Chenet 0.75L,21.31 Lei/buc 28.41 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb Blanc de Blancs Angelli 0.75L,17.34 Lei/buc 23.12 litru,Vinuri si spumante,20170803,cora,v1,,
Vin spumant alb demisec Athenee Palace 0.75L,14.77 Lei/buc 19.69 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca Regala Val Duna Crama Oprisor 3L,35.77 Lei/buc 11.92 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Cotes de Bergerac L'Ame du Terroir 0.75L,15.34 Lei/buc 20.45 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rose demisec Frizzante Enigma 0.75L,11.99 Lei/buc 15.99 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Sauvignon Blanc Caloian Crama Oprisor 0.75L,26.05 Lei/buc 34.73 litru,Vinuri si spumante,20170803,cora,v1,,
Vin rosu Feteasca Neagra Casa Panciu 0.75L,16.72 Lei/buc 22.29 litru,Vinuri si spumante,20170803,cora,v1,,
Vin roze Busuioaca de Bohotin Princiar DOC-CMD 0.75L,30.08 Lei/buc 40.11 litru,Vinuri si spumante,20170803,cora,v1,,
Vin Roze Floarea Soarelui Halewood 0.75L,17.30 Lei/buc 23.07 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb Feteasca alba Bucium DOC-CMD 0.75L,14.40 Lei/buc 19.20 litru,Vinuri si spumante,20170803,cora,v1,,
Vin sec rose cupaj Eclipse Crama Basilescu IG 0.75L,22.61 Lei/buc 30.15 litru,Vinuri si spumante,20170803,cora,v1,,
Vin alb sec Sauvignon Blanc Casa Panciu 0.75L,14.52 Lei/buc 19.36 litru,Vinuri si spumante,20170803,cora,v1,,
Croisiere bautura spirtoasa 1L,35.68 Lei/buc 35.68 litru,Bauturi alcoolice,20170803,cora,v1,,
Gilman's gin 0.7l,26.71 Lei/buc 38.16 litru,Bauturi alcoolice,20170803,cora,v1,,
J&B Rare whisky 0.7l,49.58 Lei/buc 70.83 litru,Bauturi alcoolice,20170803,cora,v1,,
Milcov classic 0.5l,16.83 Lei/buc 33.66 litru,Bauturi alcoolice,20170803,cora,v1,,
Prodvinalco alcool 1l,73.66 Lei/buc 73.66 litru,Bauturi alcoolice,20170803,cora,v1,,
J&b rare whisky 1l,66.98 Lei/buc 66.98 litru,Bauturi alcoolice,20170803,cora,v1,,
Stalinskaya vodca 1l,47.48 Lei/buc 47.48 litru,Bauturi alcoolice,20170803,cora,v1,,
Cava d'Oro 0.5l,17.25 Lei/buc 34.50 litru,Bauturi alcoolice,20170803,cora,v1,,
Vermut Aperol 0.7L,45.52 Lei/buc 65.03 litru,Bauturi alcoolice,20170803,cora,v1,,
Alcool etilic din cereale Croisiere 0.5L,36.17 Lei/buc 72.34 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura spirtoasa Unirea 0.5L,15.42 Lei/buc 30.84 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura spirtoasa Zarea 0.2L,10.51 Lei/buc 52.55 litru,Bauturi alcoolice,20170803,cora,v1,,
Alexandrion Cognac 5 Stars 500ml,26.46 Lei/buc 52.92 litru,Bauturi alcoolice,20170803,cora,v1,15303,153
Bacardi Breezer key lime 0.275l,8.99 Lei/buc 32.69 litru,Bauturi alcoolice,20170803,cora,v1,,
Balantine's whisky 0.7l,52.36 Lei/buc 74.80 litru,Bauturi alcoolice,20170803,cora,v1,44741,447
Scandic pop vodca 0.5l,17.83 Lei/buc 35.66 litru,Bauturi alcoolice,20170803,cora,v1,,
Whisky Ballantine's 1L,68.04 Lei/buc 68.04 litru,Bauturi alcoolice,20170803,cora,v1,,
Johnnie Walker Red whisky 0.7l,53.05 Lei/buc 75.79 litru,Bauturi alcoolice,20170803,cora,v1,15606,156
Campari Bitter 0.7l,61.03 Lei/buc 87.19 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura spirtoasa V33 Prodvinalco 1L,28.67 Lei/buc 28.67 litru,Bauturi alcoolice,20170803,cora,v1,,
Jack Daniel's Whisky Old No. 7 0.7l,82.00 Lei/buc 117.14 litru,Bauturi alcoolice,20170803,cora,v1,,
Vodca Stalinskaya 0.5L,24.81 Lei/buc 49.62 litru,Bauturi alcoolice,20170803,cora,v1,,
Absolut Blue vodca 1l,69.39 Lei/buc 69.39 litru,Bauturi alcoolice,20170803,cora,v1,,
Alcool rafinat Prodvinalco 0.5L,40.32 Lei/buc 80.64 litru,Bauturi alcoolice,20170803,cora,v1,,
Alexandrion Bautura Spirtoasa 1L,50.38 Lei/buc 50.38 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura cu suc de pepene Bacardi Breezer 275ml,9.07 Lei/buc 32.98 litru,Bauturi alcoolice,20170803,cora,v1,,
Jack Daniel's Whisky Old No. 7 1l,110.30 Lei/buc 110.30 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura spirtoasa Kreskova 0.5L,17.93 Lei/buc 35.86 litru,Bauturi alcoolice,20170803,cora,v1,,
Label 5 Scotch Whisky 0.7L,41.02 Lei/buc 58.60 litru,Bauturi alcoolice,20170803,cora,v1,,
Bautura cu suc de portocale Bacardi Breezer 275ml,9.07 Lei/buc 32.98 litru,Bauturi alcoolice,20170803,cora,v1,,
Absolut Blue vodca 0.7l,49.82 Lei/buc 71.17 litru,Bauturi alcoolice,20170803,cora,v1,,
Alexandrion 5* 0.7l,36.97 Lei/buc 52.81 litru,Bauturi alcoolice,20170803,cora,v1,,
