nume,pret,pret_um,cod_produs,Categorii_produse,Date,RobotName,RobotVersion
Vin rose de Urlati 0.75l Pelin,1630 Lei/buc,2173 Lei/l,17717,Vin,20171101,m_image.js,v1
Bautura racoritoare carbogazoasa cu suc de capsuna 0.75l Robby Bubble,952 Lei/buc,1269 Lei/l,18856,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Prosecco Col Brioso 0.75l Vinicola Serena,2369 Lei/buc,3159 Lei/l,90768,Sampanie si Spumant,20171101,m_image.js,v1
Vin rose Lambrusco 0.75l Riunite,2379 Lei/buc,3172 Lei/l,21033,Sampanie si Spumant,20171101,m_image.js,v1
Spumant 11% alcool 0.75l Blue Nun,3840 Lei/buc,5120 Lei/l,14004,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Rose de Blanc et Noir 0.75l Deinhard,1949 Lei/buc,2599 Lei/l,38093,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Alb demisec 11% Crystal Collection 0.75l Zarea,1629 Lei/buc,2172 Lei/l,57574,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Prosecco Treviso 0.75l Valdo,3499 Lei/buc,4665 Lei/l,7031,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Asti 0.75l Martini,5083 Lei/buc,6777 Lei/l,75974,Sampanie si Spumant,20171101,m_image.js,v1
Lambrusco rose 0.75l Rose Di Bacco,2305 Lei/buc,3073 Lei/l,14217,Sampanie si Spumant,20171101,m_image.js,v1
Prosecco DOC Treviso Orange 0.75l Mionetto,3384 Lei/buc,4512 Lei/l,19023,Sampanie si Spumant,20171101,m_image.js,v1
"Vin spumant Alb demisec 11,5% Diamond Collection 0.75l Zarea",2949 Lei/buc,3932 Lei/l,41866,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Imperial 0.75l Angelli,1904 Lei/buc,2539 Lei/l,18354,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant brut Diamond Collection 0.75l Zarea,3063 Lei/buc,4084 Lei/l,38227,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Lambrusco reggiano 0.75l Medici Ermete,2195 Lei/buc,2927 Lei/l,7025,Sampanie si Spumant,20171101,m_image.js,v1
Spumant floral rose 0.75l Valdo,4999 Lei/buc,6665 Lei/l,8679,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Traminer 0.75l Cricova,2875 Lei/buc,3833 Lei/l,13389,Sampanie si Spumant,20171101,m_image.js,v1
Prosecco 0.75l Corte Delle Calli,3569 Lei/buc,4759 Lei/l,6169,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Alb demisec 10% 0.75l Athenee Palace,1626 Lei/buc,2168 Lei/l,30002,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Prosecco 0.75l Mionetto,4254 Lei/buc,5672 Lei/l,73581,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Prosseco 0.75l Zarea,3027 Lei/buc,4036 Lei/l,10440,Sampanie si Spumant,20171101,m_image.js,v1
"Vin spumant Alb, sec 0.75l Henkell Troken",2509 Lei/buc,3345 Lei/l,18373,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant rose brut One&Only 0.75l Fantinel,4462 Lei/buc,5949 Lei/l,75951,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant capsuni 0.75l Zarea,1626 Lei/buc,2168 Lei/l,9307,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant 0.75l Schlumberger,7175 Lei/buc,9567 Lei/l,14005,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Gran Dolce 0.75l Cinzano,3001 Lei/buc,4001 Lei/l,63241,Sampanie si Spumant,20171101,m_image.js,v1
Sampanie Brut 0.75l Duval Leroy,13619 Lei/buc,18159 Lei/l,62414,Sampanie si Spumant,20171101,m_image.js,v1
Cocktail cu suc de capsune 0.75l Angelli,1799 Lei/buc,2399 Lei/l,18352,Sampanie si Spumant,20171101,m_image.js,v1
Cocktail cu suc de piersici 0.75l Angelli,1759 Lei/buc,2345 Lei/l,18358,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Ice Rose demisec 0.75l Veuve du vernay,4904 Lei/buc,6539 Lei/l,14175,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant alb Margaritar 0.75l Jidvei,2519 Lei/buc,3359 Lei/l,88150,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant aromatizat cu capsuni 0.75l Santero,1549 Lei/buc,2065 Lei/l,20814,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Magnum Cuvee Imperial 1.5l Angelli,4562 Lei/buc,3041 Lei/l,22328,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Millesimato 0.75l Bottega,2892 Lei/buc,3856 Lei/l,30051,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Petalo Amore 0.75l Bottega,4283 Lei/buc,5711 Lei/l,79972,Sampanie si Spumant,20171101,m_image.js,v1
Sampanie 0.75l Robert de Monty,8924 Lei/buc,11899 Lei/l,23252,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant sec Gran Dolce 0.75l Cinzano,3499 Lei/buc,4665 Lei/l,9726,Sampanie si Spumant,20171101,m_image.js,v1
Prosseco extra dry 0.75l Fantinel,3966 Lei/buc,5288 Lei/l,75950,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant roze 0.75l Oro de Uva,1999 Lei/buc,2665 Lei/l,3484,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Alb 0.75l Angelli,2019 Lei/buc,2692 Lei/l,20750,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant 0.75l Rose Mary,2228 Lei/buc,2971 Lei/l,74169,Sampanie si Spumant,20171101,m_image.js,v1
Vin spumant Alb brut Prosecco 0.75l Zonin,4353 Lei/buc,5804 Lei/l,92734,Sampanie si Spumant,20171101,m_image.js,v1
Lambrusco Bianco 0.75l Rose Di Bacco,2418 Lei/buc,3224 Lei/l,14584,Sampanie si Spumant,20171101,m_image.js,v1
Frizzante roze demisec 0.75l Casa Panciu,2145 Lei/buc,2860 Lei/l,18320,Sampanie si Spumant,20171101,m_image.js,v1
Crema de lichior cu aroma de ciocolata 0.5l Angelli,2534 Lei/buc,5068 Lei/l,9455,Bauturi aperitive <22%,20171101,m_image.js,v1
Bautura digestiva Vecchio Amaro del Capo 0.7l Caffo,5999 Lei/buc,8570 Lei/l,66111,Bauturi aperitive <22%,20171101,m_image.js,v1
Aperitiv 0.7l Aperol,4776 Lei/buc,6823 Lei/l,84077,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior Irish Cream 0.7l Baileys,7361 Lei/buc,10516 Lei/l,18280,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior Amaretto 0.7l Disaronno,7426 Lei/buc,10609 Lei/l,24364,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior de cirese 1l Zarea,2603 Lei/buc,2603 Lei/l,9305,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Rosu 1l Martini,5395 Lei/buc,5395 Lei/l,18155,Bauturi aperitive <22%,20171101,m_image.js,v1
Bautura spirtoasa visine 12% Fruttato 0.5l Florentino,1066 Lei/buc,2132 Lei/l,39616,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior pe baza de coniac cu aroma de portocale Cordon Rouge 0.7l Grand Marnier,11729 Lei/buc,16756 Lei/l,1263,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Bianco 1l Garrone,2597 Lei/buc,2597 Lei/l,66112,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior cu gust de cafea 0.7l Kahlua,7315 Lei/buc,10450 Lei/l,7864,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior cu cafea 0.7l Sheridan's,9326 Lei/buc,13323 Lei/l,18028,Bauturi aperitive <22%,20171101,m_image.js,v1
Crema de lichior cu aroma de tiramisu 0.5l Angelli,2539 Lei/buc,5078 Lei/l,9458,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior de ciocolata cu alune 1l Rose Mary,3995 Lei/buc,3995 Lei/l,6926,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Alb 1l Martini,4933 Lei/buc,4933 Lei/l,18154,Bauturi aperitive <22%,20171101,m_image.js,v1
Bitter 0.7l Campari,6294 Lei/buc,8991 Lei/l,17890,Bauturi aperitive <22%,20171101,m_image.js,v1
Breezer Lime Breezer 0.275l Bacardi,940 Lei/buc,3418 Lei/l,25931,Bauturi aperitive <22%,20171101,m_image.js,v1
Breezer cu pepene Breezer 0.275l Bacardi,993 Lei/buc,3611 Lei/l,25934,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior 0.7l Chambord,12829 Lei/buc,18327 Lei/l,73606,Bauturi aperitive <22%,20171101,m_image.js,v1
Gin 0.7l Hendrick's,14874 Lei/buc,21249 Lei/l,19618,Bauturi aperitive <22%,20171101,m_image.js,v1
Cocktail cu vodka si pepene 0.33l Mix,699 Lei/buc,2118 Lei/l,31309,Bauturi aperitive <22%,20171101,m_image.js,v1
"Cocktail cu vodka, mere si cactus 0.33l Mix",699 Lei/buc,2118 Lei/l,31312,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior cu crema de ciocolata 0.5l Mozart,7123 Lei/buc,14246 Lei/l,27633,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut cu suc de cirese 1l Angelli,3024 Lei/buc,3024 Lei/l,18147,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior 0.7l Remi Cointreau,9029 Lei/buc,12899 Lei/l,42649,Bauturi aperitive <22%,20171101,m_image.js,v1
Cocktail red ice Red Label 0.275l Smirnoff,749 Lei/buc,2724 Lei/l,29929,Bauturi aperitive <22%,20171101,m_image.js,v1
Cocktail citrice 7% Para la Fiesta 0.75l Corrido,1061 Lei/buc,1415 Lei/l,63972,Bauturi aperitive <22%,20171101,m_image.js,v1
Bitter Carpaten 1l Zarea,2825 Lei/buc,2825 Lei/l,33476,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Extra Dry 1l Martini,5763 Lei/buc,5763 Lei/l,42651,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Alb 15% 1l Zarea,2603 Lei/buc,2603 Lei/l,38231,Bauturi aperitive <22%,20171101,m_image.js,v1
Aperitiv 0.75l Amarol,3360 Lei/buc,4480 Lei/l,18566,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior Amaretto 0.7l Bella Donna,2999 Lei/buc,4284 Lei/l,29167,Bauturi aperitive <22%,20171101,m_image.js,v1
Bitter Miniatura 0.04l Campari,814 Lei/buc,20350 Lei/l,98383,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior din plante cu nuca de cocos 0.7l Tatratea,8527 Lei/buc,12181 Lei/l,1262,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior de alune 0.7 Frangelico,8194 Lei/buc,11706 Lei/l,3932,Bauturi aperitive <22%,20171101,m_image.js,v1
Sambuca 0.7l Ramazzotti,6179 Lei/buc,8827 Lei/l,89493,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Alb 1l Angelli,3149 Lei/buc,3149 Lei/l,18145,Bauturi aperitive <22%,20171101,m_image.js,v1
Amaro Fratelli 0.7l Ramazzotti,5553 Lei/buc,7933 Lei/l,55010,Bauturi aperitive <22%,20171101,m_image.js,v1
Lichior Amaretto 0.7l Royal Conti,6008 Lei/buc,8583 Lei/l,70792,Bauturi aperitive <22%,20171101,m_image.js,v1
Vermut Bianco 1l Cinzano,4184 Lei/buc,4184 Lei/l,18349,Bauturi aperitive <22%,20171101,m_image.js,v1
Vodca 0.7l Absolut,5089 Lei/buc,7270 Lei/l,18161,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Rare 0.7l J&B,5309 Lei/buc,7584 Lei/l,36103,Bauturi spirtoase >22%,20171101,m_image.js,v1
Brandy 7 stele 0.7l Alexandrion,5173 Lei/buc,7390 Lei/l,26388,Bauturi spirtoase >22%,20171101,m_image.js,v1
Alcool etilic de origine agricola 96% 0.5l Prodvinalco,4175 Lei/buc,8350 Lei/l,84914,Bauturi spirtoase >22%,20171101,m_image.js,v1
Brandy 5 stele 1l Alexandrion,5551 Lei/buc,5551 Lei/l,82850,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vinars 0.7l Jidvei,7074 Lei/buc,10106 Lei/l,4395,Bauturi spirtoase >22%,20171101,m_image.js,v1
Blended Scotch Whisky 0.7l Ballantine's,4499 Lei/buc,6427 Lei/l,48920,Bauturi spirtoase >22%,20171101,m_image.js,v1
Bautura spirtoasa 0.5l Saniuta,1448 Lei/buc,2896 Lei/l,66425,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky 0.7l Jack Daniel's,8179 Lei/buc,11684 Lei/l,20362,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Rare 1l J&B,7180 Lei/buc,7180 Lei/l,70807,Bauturi spirtoase >22%,20171101,m_image.js,v1
Irish Whiskey 0.7l Jameson,6889 Lei/buc,9841 Lei/l,55161,Bauturi spirtoase >22%,20171101,m_image.js,v1
Lichior din plante 0.7l Jagermeister,5229 Lei/buc,7470 Lei/l,37091,Bauturi spirtoase >22%,20171101,m_image.js,v1
Bautura alcoolica cu 30% volum de alcool 0.5l Polar,1612 Lei/buc,3224 Lei/l,18222,Bauturi spirtoase >22%,20171101,m_image.js,v1
Bautura spirtoasa 0.2l Saniuta,757 Lei/buc,3785 Lei/l,4684,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca cu 40% volum de alcool 1l Absolut,6799 Lei/buc,6799 Lei/l,21283,Bauturi spirtoase >22%,20171101,m_image.js,v1
Lichior din plante 1l Jagermeister,7275 Lei/buc,7275 Lei/l,98074,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca 0.5l Scandic,1769 Lei/buc,3538 Lei/l,18232,Bauturi spirtoase >22%,20171101,m_image.js,v1
Rom Original Spiced Gold 0.7l Captain Morgan,5819 Lei/buc,8313 Lei/l,91504,Bauturi spirtoase >22%,20171101,m_image.js,v1
Dry gin 0.7l Wembley,4048 Lei/buc,5783 Lei/l,48308,Bauturi spirtoase >22%,20171101,m_image.js,v1
Bautura spirtoasa 0.5l Milcov,1641 Lei/buc,3282 Lei/l,39917,Bauturi spirtoase >22%,20171101,m_image.js,v1
Rom Anejo Especial 0.7l Havana Club,6894 Lei/buc,9849 Lei/l,57624,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky cu aroma de cola 0.33l Jack Daniel's,969 Lei/buc,2936 Lei/l,9722,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky pachet cu 2 pahare 0.7l Ballantine's,6319 Lei/buc,,18261,Bauturi spirtoase >22%,20171101,m_image.js,v1
Votca 1l Stalinskaya,4676 Lei/buc,4676 Lei/l,18239,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whiskey Honey 0.7l Jack Daniel's,8941 Lei/buc,12773 Lei/l,7969,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Red Label 0.7l Johnnie Walker,5773 Lei/buc,8247 Lei/l,35417,Bauturi spirtoase >22%,20171101,m_image.js,v1
Blended Scotch Whisky 1l Ballantine's,7029 Lei/buc,7029 Lei/l,18260,Bauturi spirtoase >22%,20171101,m_image.js,v1
Brandy 7 stele 0.7l Metaxa,7978 Lei/buc,11397 Lei/l,80819,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca Blue 0.5l Absolut,3854 Lei/buc,7708 Lei/l,71367,Bauturi spirtoase >22%,20171101,m_image.js,v1
Gin 0.7l Gordon's,6699 Lei/buc,9570 Lei/l,36591,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Old No.7 1l Jack Daniel's,10957 Lei/buc,10957 Lei/l,75046,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Black Label 0.7l Johnnie Walker,12404 Lei/buc,17720 Lei/l,18312,Bauturi spirtoase >22%,20171101,m_image.js,v1
Brandy 5 stele 0.5l Metaxa,3415 Lei/buc,6830 Lei/l,43541,Bauturi spirtoase >22%,20171101,m_image.js,v1
Rom brun 0.7l Caribica,2577 Lei/buc,3681 Lei/l,19575,Bauturi spirtoase >22%,20171101,m_image.js,v1
Votca 0.7l Stalinskaya,3518 Lei/buc,5026 Lei/l,18242,Bauturi spirtoase >22%,20171101,m_image.js,v1
London Dry Gin 0.7l Beefeater,5770 Lei/buc,8243 Lei/l,29314,Bauturi spirtoase >22%,20171101,m_image.js,v1
Rom cubanez 3 Years Old 0.7l Havana Club,6204 Lei/buc,8863 Lei/l,85146,Bauturi spirtoase >22%,20171101,m_image.js,v1
Blended Scotch Whisky 12 Years Old 0.7l Chivas Regal,11559 Lei/buc,16513 Lei/l,18278,Bauturi spirtoase >22%,20171101,m_image.js,v1
Gin Special Dry 0.7l Gilman's,2675 Lei/buc,3821 Lei/l,33510,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca 0.7l Finlandia,4949 Lei/buc,7070 Lei/l,24668,Bauturi spirtoase >22%,20171101,m_image.js,v1
Blended Scotch Whisky Special Reserve 0.7l Long John,3483 Lei/buc,4976 Lei/l,85333,Bauturi spirtoase >22%,20171101,m_image.js,v1
Lichior din plante miniatura 0.04l Jagermeister,628 Lei/buc,15700 Lei/l,98396,Bauturi spirtoase >22%,20171101,m_image.js,v1
Palinca de prune 0.7l Bran,12643 Lei/buc,18061 Lei/l,94112,Bauturi spirtoase >22%,20171101,m_image.js,v1
Lichior din plante Outlaw 0.7l Tatratea,10550 Lei/buc,15071 Lei/l,1268,Bauturi spirtoase >22%,20171101,m_image.js,v1
Tequila Gold-Doree 0.7l Olmeca,6999 Lei/buc,9999 Lei/l,7840,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca triplu distilata Red Label 0.7l Smirnoff,5179 Lei/buc,7399 Lei/l,18236,Bauturi spirtoase >22%,20171101,m_image.js,v1
Tequila Gold 0.70l Camino Real,6030 Lei/buc,8614 Lei/l,35562,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vinars 0.7l Vatra,4628 Lei/buc,6611 Lei/l,14579,Bauturi spirtoase >22%,20171101,m_image.js,v1
Brandy de 5* cu 37.5% volum alcool 0.5l Alexandrion,2829 Lei/buc,5658 Lei/l,16493,Bauturi spirtoase >22%,20171101,m_image.js,v1
Blended Scotch Whisky Miniatura 0.05l Ballantine's,639 Lei/buc,12780 Lei/l,98379,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca 0.7l Tazovsky,3503 Lei/buc,5004 Lei/l,85214,Bauturi spirtoase >22%,20171101,m_image.js,v1
Bautura spirtoasa 0.5l Cava D'Oro,1756 Lei/buc,3512 Lei/l,65707,Bauturi spirtoase >22%,20171101,m_image.js,v1
Votca 0.5l Stalinskaya,2487 Lei/buc,4974 Lei/l,18241,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vinars 12 ani 0.7l Miorita XO,6727 Lei/buc,9610 Lei/l,35331,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky Blended cu limes Brasil 0.7l Ballantine's,5247 Lei/buc,7496 Lei/l,9715,Bauturi spirtoase >22%,20171101,m_image.js,v1
Gin dry London 0.7l Tanqueray,8044 Lei/buc,11491 Lei/l,1258,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodka 0.5l Belenkaya,2870 Lei/buc,5740 Lei/l,23185,Bauturi spirtoase >22%,20171101,m_image.js,v1
Vodca cu 40% volum de alcool 1l Finlandia,6796 Lei/buc,6796 Lei/l,21282,Bauturi spirtoase >22%,20171101,m_image.js,v1
Whisky White 0.7l Jim Beam,6569 Lei/buc,9384 Lei/l,23453,Bauturi spirtoase >22%,20171101,m_image.js,v1
Armagnac V.S.O.P 0.7l Samalens,20000 Lei/buc,"Modalitati de livrare disponibile in Bucureşti, Sectorul 6 Modifica locatia",31316,Bauturi spirtoase >22%,20171101,m_image.js,v1
Tigari Extra cut Black Pall Mall,1550 Lei/buc,,82522,Tigarete,20171101,m_image.js,v1
Tigari Fine Cut Blonde Blend Dunhill,1750 Lei/buc,,39434,Tigarete,20171101,m_image.js,v1
Tigari Red KS L&M,1500 Lei/buc,,63383,Tigarete,20171101,m_image.js,v1
Tigari HD Blue 94's Kent,1650 Lei/buc,,4431,Tigarete,20171101,m_image.js,v1
Rezerve de tutun Amber Heets,1700 Lei/buc,,19469,Tigarete,20171101,m_image.js,v1
Rezerve de tutun Turquoise Heets,1700 Lei/buc,,19475,Tigarete,20171101,m_image.js,v1
Tigari Gold Davidoff,1700 Lei/buc,,39070,Tigarete,20171101,m_image.js,v1
Tigari Deluxe 100'S Kent,1650 Lei/buc,,35994,Tigarete,20171101,m_image.js,v1
Tigari Super S White White Sobranie,1750 Lei/buc,,76327,Tigarete,20171101,m_image.js,v1
Tigari Blue Kent,1650 Lei/buc,,18091,Tigarete,20171101,m_image.js,v1
Tigari Extra Cut Double Click Blue Pall Mall,1550 Lei/buc,,20912,Tigarete,20171101,m_image.js,v1
Tigari Fine Cut Master Blend Blue Dunhill,1750 Lei/buc,,39433,Tigarete,20171101,m_image.js,v1
Tigari Lilas Vogue,1700 Lei/buc,,33018,Tigarete,20171101,m_image.js,v1
Tigari Classic 100'S Marlboro,1650 Lei/buc,,22233,Tigarete,20171101,m_image.js,v1
Tigari Classic KS Marlboro,1650 Lei/buc,,18101,Tigarete,20171101,m_image.js,v1
Tigari Fine Touch XL 4mg Marlboro,1600 Lei/buc,,10676,Tigarete,20171101,m_image.js,v1
Tigari 100S Winchester,1500 Lei/buc,,84439,Tigarete,20171101,m_image.js,v1
Tigari Fine Cut Swiss Blend Dunhill,1750 Lei/buc,,41039,Tigarete,20171101,m_image.js,v1
Tigari Red 100'S L&M,1500 Lei/buc,,63279,Tigarete,20171101,m_image.js,v1
Tigari Extra cut Blue Pall Mall,1550 Lei/buc,,43550,Tigarete,20171101,m_image.js,v1
Tigari Gold Original 100'S Marlboro,1650 Lei/buc,,22235,Tigarete,20171101,m_image.js,v1
Tigari Super Line Silver Silver Winston,1550 Lei/buc,,43346,Tigarete,20171101,m_image.js,v1
Tigari Nanotek 2.0 White Kent,1650 Lei/buc,,40395,Tigarete,20171101,m_image.js,v1
Tigari Blue Pall Mall,1550 Lei/buc,,55651,Tigarete,20171101,m_image.js,v1
Tigari switch 94`s Kent,1650 Lei/buc,,15113,Tigarete,20171101,m_image.js,v1
Tigari King size Rothmans,1650 Lei/buc,,35995,Tigarete,20171101,m_image.js,v1
Tigari Black 100 Benson&Hedges,1500 Lei/buc,,97133,Tigarete,20171101,m_image.js,v1
Tigari Super S Green Sobranie,1750 Lei/buc,,90596,Tigarete,20171101,m_image.js,v1
Tigari Superslims Green Pall Mall,1550 Lei/buc,,39665,Tigarete,20171101,m_image.js,v1
Tigari Bleue Vogue,1700 Lei/buc,,33015,Tigarete,20171101,m_image.js,v1
Tigari Emerald Virginia S.,1600 Lei/buc,,31346,Tigarete,20171101,m_image.js,v1
Tigari Superslims Rose Davidoff,1650 Lei/buc,,45153,Tigarete,20171101,m_image.js,v1
Tigari Slims Gold Davidoff,1700 Lei/buc,,42523,Tigarete,20171101,m_image.js,v1
Tigari Superslims Orange Pall Mall,1550 Lei/buc,,36791,Tigarete,20171101,m_image.js,v1
Tigari King Size Black Sobranie,1750 Lei/buc,,70835,Tigarete,20171101,m_image.js,v1
Tigari Plus Xspression Winston,1550 Lei/buc,,95852,Tigarete,20171101,m_image.js,v1
Tigari Silver Silver Winston,1550 Lei/buc,,37619,Tigarete,20171101,m_image.js,v1
Tigari Redifined Black Sobranie,1750 Lei/buc,,96505,Tigarete,20171101,m_image.js,v1
Tigari Red 100 S Viceroy,1500 Lei/buc,,89207,Tigarete,20171101,m_image.js,v1
Tigari Plus red Winston,1550 Lei/buc,,95851,Tigarete,20171101,m_image.js,v1
Tigari Filters Camel,1600 Lei/buc,,18087,Tigarete,20171101,m_image.js,v1
Tigari Blue 100 Blue 100 Winston,1550 Lei/buc,,84589,Tigarete,20171101,m_image.js,v1
Tigari HD Silver 94's Kent,1650 Lei/buc,,4432,Tigarete,20171101,m_image.js,v1
Tigari clic menthe Vogue,1700 Lei/buc,,15918,Tigarete,20171101,m_image.js,v1
Tigari la cigarette menthe eclat Vogue,1700 Lei/buc,,11916,Tigarete,20171101,m_image.js,v1
Tigari clic bleue Vogue,1700 Lei/buc,,15916,Tigarete,20171101,m_image.js,v1
Tigari Signature Blend Fine Slims Dunhill,1750 Lei/buc,,18283,Tigarete,20171101,m_image.js,v1
Tigari Silver Kent,1650 Lei/buc,,55649,Tigarete,20171101,m_image.js,v1
Tigari Filter Plus Marlboro,1650 Lei/buc,,42135,Tigarete,20171101,m_image.js,v1
Tigari Blue Blue Winston,1550 Lei/buc,,37618,Tigarete,20171101,m_image.js,v1
Tigari Gold Original KS Marlboro,1650 Lei/buc,,18105,Tigarete,20171101,m_image.js,v1
Tigari iSwitch Kent,1650 Lei/buc,,72316,Tigarete,20171101,m_image.js,v1
Tigari La Cigarette Ivoire Vogue,1700 Lei/buc,,20909,Tigarete,20171101,m_image.js,v1
Tigari HD White 94'S Kent,1650 Lei/buc,,24416,Tigarete,20171101,m_image.js,v1
Tigari Caps 100`s Chesterfield,1500 Lei/buc,,11847,Tigarete,20171101,m_image.js,v1
Tigari Extra Cut Click On Black Pall Mall,1550 Lei/buc,,11769,Tigarete,20171101,m_image.js,v1
Tigari Mix Green Kent,1650 Lei/buc,,24256,Tigarete,20171101,m_image.js,v1
Tigari Nanotek 2.0 Black Kent,1650 Lei/buc,,40394,Tigarete,20171101,m_image.js,v1
Tigari Filter Plus 100'S Marlboro,1650 Lei/buc,,91244,Tigarete,20171101,m_image.js,v1
Tigari Nova Blue 100 Winston,1550 Lei/buc,,10261,Tigarete,20171101,m_image.js,v1
Filtre pentru tigarete 30 bucati Super Stop,599 Lei/buc,,94086,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta utilitara diverse culori Bic,1924 Lei/buc,,40661,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta cu siguranta diverse culori Mega Image,191 Lei/buc,,84768,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta j25 mini diverse culori Bic,315 Lei/buc,,40659,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta cu siguranta si led diverse culori (bucata),249 Lei/buc,,84771,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta tunning editie speciala Diverse modele Bic,464 Lei/buc,,43088,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta util flex U140 B1 Bic,2174 Lei/buc,,83751,Brichete si Filtre tigarete,20171101,m_image.js,v1
Bricheta J26 maxi asortata Bic,396 Lei/buc,,60510,Brichete si Filtre tigarete,20171101,m_image.js,v1
Vin rosu cupaj din soiurile: Cabernets si Merlot 0.75l Chevalier D'Albran,909 Lei/buc,1212 Lei/l,491,Vinuri,20171101,m_image.js,v1
Vin spumant Prosecco Extra Dry 0.75l Bolla,4065 Lei/buc,5420 Lei/l,1761,Vinuri,20171101,m_image.js,v1
Vin alb Samos 0.75l Vin Doux,3699 Lei/buc,4932 Lei/l,20155,Vinuri,20171101,m_image.js,v1
Vin alb cupaj din soiurile: Azal Blanco si Dourado 0.75l Gazella,1499 Lei/buc,1999 Lei/l,410,Vinuri,20171101,m_image.js,v1
Vin alb Tamaioasa Romaneasca 1996 0.75l Comoara Pivnitei,6054 Lei/buc,8072 Lei/l,88886,Vinuri,20171101,m_image.js,v1
Vin rosu Feteasca Neagra La Origine 0.75l Dealu Mare Urlati,2249 Lei/buc,2999 Lei/l,806,Vinuri,20171101,m_image.js,v1
