nume,pret,pret_um,cod_produs,Categorii_produse,Date,RobotName,RobotVersion
Vin rosu Cabernet Sauvignon 0.75l Terrapura,1699 Lei/buc,2265 Lei/l,661,Vinuri,20171101,m_image.js,v1
Vin rose cupaj din soiurile: Cabernet Sauvignon si Castelao 0.75l Quinta De Bons Ventos,1699 Lei/buc,2265 Lei/l,456,Vinuri,20171101,m_image.js,v1
Vin alb Sauvignon 0.75l Sauvignon South Africa,1288 Lei/buc,1717 Lei/l,379,Vinuri,20171101,m_image.js,v1
Vin rosu cupaj din soiurile: Grenache si Syrah 0.75l Les Truffiers,1020 Lei/buc,1360 Lei/l,370,Vinuri,20171101,m_image.js,v1
Vin rosu Cabernet Sauvignon 0.75l Chateau Valvis,8699 Lei/buc,11599 Lei/l,92557,Vinuri,20171101,m_image.js,v1
Vin alb Sauvignon Blanc La Origine 0.75l Dealu Mare Urlati,2249 Lei/buc,2999 Lei/l,4760,Vinuri,20171101,m_image.js,v1
Vin Feteasca neagra 0.75l Serafim,3164 Lei/buc,4219 Lei/l,6068,Vinuri,20171101,m_image.js,v1
Vin spumos Pink Gold Aviva 0.75l Torre Oria,5399 Lei/buc,7199 Lei/l,1735,Vinuri,20171101,m_image.js,v1
Vin alb Tamaioasa Romaneasca 0.75l Budureasca,4114 Lei/buc,5485 Lei/l,1659,Vinuri,20171101,m_image.js,v1
Vin rosu Cabernet Sauvignon Rezerva 0.75l Casa Isarescu,6524 Lei/buc,8699 Lei/l,95020,Vinuri,20171101,m_image.js,v1
Vin roze 0.75l Solo Quinta,7999 Lei/buc,10665 Lei/l,20130,Vinuri,20171101,m_image.js,v1
Vin rosu Merlot 0.75l Ariston Bay,2199 Lei/buc,2932 Lei/l,327,Vinuri,20171101,m_image.js,v1
"Vin alb cupaj din soiurile: Clairette, Grenache Blanc si Ugni Blanc 0.75l Blanc de Blanc Carte Noire",999 Lei/buc,1332 Lei/l,697,Vinuri,20171101,m_image.js,v1
Vin rosu Merlot Prestige 0.75l Domeniul Coroanei Segarcea,4704 Lei/buc,6272 Lei/l,4922,Vinuri,20171101,m_image.js,v1
Vin rosu Feteasca Neagra 0.75l Tohani,3063 Lei/buc,4084 Lei/l,3875,Vinuri,20171101,m_image.js,v1
Vin spumant Cu foita de aur alimentar 23K 0.75l Osterreich Gold,9499 Lei/buc,12665 Lei/l,3128,Vinuri,20171101,m_image.js,v1
Vin alb Mateus 0.75l Sogrape,2699 Lei/buc,3599 Lei/l,42654,Vinuri,20171101,m_image.js,v1
Vin rosu Shiraz Bin 50 0.75l Lindeman's,2149 Lei/buc,2865 Lei/l,515,Vinuri,20171101,m_image.js,v1
Bautura pe baza de vin 0.75l Gik,6999 Lei/buc,9332 Lei/l,24520,Vinuri,20171101,m_image.js,v1
Vin rosu Bordeaux 0.75l Chateau La Commanderie Du Bardelet,2499 Lei/buc,3332 Lei/l,24478,Vinuri,20171101,m_image.js,v1
Vin rose Lambrusco Marani si Lambrusco Salomino 0.75l Medici Ermete,2875 Lei/buc,3833 Lei/l,1652,Vinuri,20171101,m_image.js,v1
Vin rosu Merlot reserva 0.75l Lacerta Winery,6990 Lei/buc,9320 Lei/l,19321,Vinuri,20171101,m_image.js,v1
Vin alb Sauvignon Blanc si Semillon 0.75l Tocornal,2379 Lei/buc,3172 Lei/l,16485,Vinuri,20171101,m_image.js,v1
"Vin Cabernet Sauvignon, Shiraz 0.75l The Pavillion",2199 Lei/buc,2932 Lei/l,638,Vinuri,20171101,m_image.js,v1
Vin alb Feteasca Regala 0.75l Crama Ceptura,2999 Lei/buc,3999 Lei/l,817,Vinuri,20171101,m_image.js,v1
Vin rosu cupaj din soiurile: Cabernet Sauvignon si Syrah 0.75l Ksar Bahia,1999 Lei/buc,2665 Lei/l,692,Vinuri,20171101,m_image.js,v1
Vin rosu cupaj din soiurile : Tempranillo si Cabernet Reserva 0.75l Torre Oria,2499 Lei/buc,3332 Lei/l,1713,Vinuri,20171101,m_image.js,v1
Vin mahon Nectar PX Sherry Oloroso 0.75l Gonzalez Byass,5176 Lei/buc,6901 Lei/l,1988,Vinuri,20171101,m_image.js,v1
Vin rose Cabernet Sauvignon Rose La Origine 0.75l Dealu Mare Urlati,2249 Lei/buc,2999 Lei/l,818,Vinuri,20171101,m_image.js,v1
Vin rosu Pinot Noir 0.75l Genesa,6703 Lei/buc,8937 Lei/l,7441,Vinuri,20171101,m_image.js,v1
"Vin rosu cupaj din soiurile Cabernet Sauvignon Merlot, Pinot Noir, Shiraz si Feteasca Neagra 0.75l Budureasca",5275 Lei/buc,7033 Lei/l,1643,Vinuri,20171101,m_image.js,v1
Vin rosu de Purcari 0.75l Purcari,9969 Lei/buc,13292 Lei/l,93403,Vinuri,20171101,m_image.js,v1
Vin rosu sec Negru de Purcari 0.75l Purcari,13594 Lei/buc,18125 Lei/l,74524,Vinuri,20171101,m_image.js,v1
Vin rosu cupaj Cabernet Sauvignon si Merlot 0.75l Cuvee Uberland,10550 Lei/buc,14067 Lei/l,8451,Vinuri,20171101,m_image.js,v1
Vin rosu Negru de Dragasani 0.75l Negrini,3267 Lei/buc,4356 Lei/l,3843,Vinuri,20171101,m_image.js,v1
Vin rosu Carmenere 0.75l Vina Misiones de Rengo,2478 Lei/buc,3304 Lei/l,2129,Vinuri,20171101,m_image.js,v1
Vin rosu sec Feteasca Neagra 0.75l Budureasca,4164 Lei/buc,5552 Lei/l,1624,Vinuri,20171101,m_image.js,v1
Vin rosu Lambrusco Marani si Lambrusco Salomino 0.75l Medici Ermete,2939 Lei/buc,3919 Lei/l,1647,Vinuri,20171101,m_image.js,v1
Vin rose Loire Chinon AC 0.75l Chinon,2082 Lei/buc,2776 Lei/l,20632,Vinuri,20171101,m_image.js,v1
"Vin alb Cupaj Chardonnay, Riesling Italian, Feteasca Alba Golem 0.75l Crama Basilescu",5269 Lei/buc,7025 Lei/l,12357,Vinuri,20171101,m_image.js,v1
Vin rosu Feteasca Neagra 0.75l Prince Vlad,4024 Lei/buc,5365 Lei/l,4743,Vinuri,20171101,m_image.js,v1
Vin rosu Valpolicella Superiore 0.75l Zenato,5751 Lei/buc,7668 Lei/l,14286,Vinuri,20171101,m_image.js,v1
Vin alb Pinot Grigio 0.75l Zenato,4759 Lei/buc,6345 Lei/l,14284,Vinuri,20171101,m_image.js,v1
Vin alb Pinot Gris 0.75l 365,2329 Lei/buc,3105 Lei/l,261,Vinuri,20171101,m_image.js,v1
Vin rosu Merlot 0.75l Alira,3499 Lei/buc,4665 Lei/l,1680,Vinuri,20171101,m_image.js,v1
Vin rose Chiaretto Bardolino 0.75l Zenato,4759 Lei/buc,6345 Lei/l,14285,Vinuri,20171101,m_image.js,v1
Vin alb eco cupaj din soiurile: Riesling si Aligote 0.75l Crama Delta Dunarii,2627 Lei/buc,3503 Lei/l,1585,Vinuri,20171101,m_image.js,v1
Vin alb Chardonnay Terra Romana 0.75l S.E.R.V.E,5751 Lei/buc,7668 Lei/l,1646,Vinuri,20171101,m_image.js,v1
Vin rosu Carmenere 0.75l Casillero,2279 Lei/buc,3039 Lei/l,2287,Vinuri,20171101,m_image.js,v1
Vin alb Cramposie Selectionata 0.75l Avincis,4660 Lei/buc,6213 Lei/l,21376,Vinuri,20171101,m_image.js,v1
Vin alb Nectar of Transilvania 0.375l Liliac,8499 Lei/buc,22664 Lei/l,21202,Vinuri,20171101,m_image.js,v1
Vin rosu Carmenere Gran Reserva 0.75l Tarapaca,5799 Lei/buc,7732 Lei/l,17543,Vinuri,20171101,m_image.js,v1
Vin alb Sauvignon Blanc 0.75l Alira,3499 Lei/buc,4665 Lei/l,20483,Vinuri,20171101,m_image.js,v1
Vin alb riesling Les Princes Abbes 0.75l Domaines Schlumberger,2776 Lei/buc,3701 Lei/l,602,Vinuri,20171101,m_image.js,v1
Morcovi kg Gusturi romanesti,159 Lei/Kg,,74860,Legume proaspete si Salate,20171101,m_image.js,v1
Ardei gras rosu (vrac),999 Lei/Kg,,47751,Legume proaspete si Salate,20171101,m_image.js,v1
Cartofi albi 2.5kg 365,299 Lei/buc,120 Lei/Kg,20383,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii cherry Bellino 250g (produs ambalat),1099 Lei/buc,4396 Lei/Kg,95112,Legume proaspete si Salate,20171101,m_image.js,v1
Ardei gras Bianca kg Gusturi romanesti,509 Lei/Kg,,74647,Legume proaspete si Salate,20171101,m_image.js,v1
Vinete kg Gusturi romanesti,799 Lei/Kg,,74649,Legume proaspete si Salate,20171101,m_image.js,v1
Ridichii legatura (bucata),159 Lei/buc,,30717,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Chef 200g 365,649 Lei/buc,3245 Lei/Kg,69958,Legume proaspete si Salate,20171101,m_image.js,v1
Ceapa galbena 2kg 365,349 Lei/buc,,17756,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii baby prunisoare codita kg (vrac),2799 Lei/Kg,,71662,Legume proaspete si Salate,20171101,m_image.js,v1
Patrunjel calitatea I Gusturi romanesti,099 Lei/buc,,83641,Legume proaspete si Salate,20171101,m_image.js,v1
Cartofi rosii 2.5kg 365,329 Lei/buc,132 Lei/Kg,20391,Legume proaspete si Salate,20171101,m_image.js,v1
Cartofi dulci kg (vrac),699 Lei/Kg,,45792,Legume proaspete si Salate,20171101,m_image.js,v1
Ceapa galbena kg Gusturi romanesti,129 Lei/Kg,,71498,Legume proaspete si Salate,20171101,m_image.js,v1
Spanac baby 100g 365,499 Lei/buc,4990 Lei/Kg,63415,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii Torito 250g (produs ambalat),1099 Lei/buc,4396 Lei/Kg,87352,Legume proaspete si Salate,20171101,m_image.js,v1
Salata verde Gusturi romanesti,159 Lei/buc,,73897,Legume proaspete si Salate,20171101,m_image.js,v1
Rucola 125g 365,449 Lei/buc,3592 Lei/Kg,64222,Legume proaspete si Salate,20171101,m_image.js,v1
Castraveti Fabio kg (vrac),,,45797,Legume proaspete si Salate,20171101,m_image.js,v1
Varza alba kg (vrac),129 Lei/Kg,,27811,Legume proaspete si Salate,20171101,m_image.js,v1
Pastarnac 500g (produs ambalat),299 Lei/buc,598 Lei/Kg,86138,Legume proaspete si Salate,20171101,m_image.js,v1
Telina kg (vrac),329 Lei/Kg,,45853,Legume proaspete si Salate,20171101,m_image.js,v1
Varza rosie kg (vrac),159 Lei/Kg,,45857,Legume proaspete si Salate,20171101,m_image.js,v1
Castraveti cornison kg Gusturi romanesti,449 Lei/Kg,,85543,Legume proaspete si Salate,20171101,m_image.js,v1
Dovleac placintar (vrac),129 Lei/Kg,,25962,Legume proaspete si Salate,20171101,m_image.js,v1
Usturoi kg (vrac),1599 Lei/Kg,,47031,Legume proaspete si Salate,20171101,m_image.js,v1
Mix de legume pentru supa 600g 365,299 Lei/buc,498 Lei/Kg,99072,Legume proaspete si Salate,20171101,m_image.js,v1
Sfecla rosie kg (vrac),119 Lei/Kg,,45847,Legume proaspete si Salate,20171101,m_image.js,v1
Ciuperci brune Jumbo calitatea I kg (vrac),1299 Lei/Kg,,22806,Legume proaspete si Salate,20171101,m_image.js,v1
Fennel (vrac),899 Lei/Kg,,45812,Legume proaspete si Salate,20171101,m_image.js,v1
Ghimbir 200g (produs ambalat),399 Lei/buc,1995 Lei/Kg,73444,Legume proaspete si Salate,20171101,m_image.js,v1
Conopida cal1 kg (vrac),649 Lei/Kg,,48670,Legume proaspete si Salate,20171101,m_image.js,v1
Morcov 1kg (produs ambalat),199 Lei/buc,199 Lei/Kg,66756,Legume proaspete si Salate,20171101,m_image.js,v1
Ciuperci Jumbo kg (vrac),1199 Lei/Kg,,45804,Legume proaspete si Salate,20171101,m_image.js,v1
Porumb dulce fiert 450g (produs ambalat),699 Lei/buc,1553 Lei/Kg,28780,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii cu codita kg (vrac),999 Lei/Kg,,45842,Legume proaspete si Salate,20171101,m_image.js,v1
Ceapa galbena eco 750g (bucata),779 Lei/buc,1039 Lei/Kg,18623,Legume proaspete si Salate,20171101,m_image.js,v1
Ciuperci Champignon 500g 365,499 Lei/buc,998 Lei/Kg,6444,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Iceberg 250g 365,699 Lei/buc,2796 Lei/Kg,69959,Legume proaspete si Salate,20171101,m_image.js,v1
Apio kg (vrac),799 Lei/Kg,,49998,Legume proaspete si Salate,20171101,m_image.js,v1
Dovleac rotund pentru copt (vrac),179 Lei/Kg,"Modalitati de livrare disponibile in Bucureşti, Sectorul 6 Modifica locatia",84515,Legume proaspete si Salate,20171101,m_image.js,v1
Andive kg (vrac),1199 Lei/Kg,,46315,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Iceberg (bucata),459 Lei/buc,,46867,Legume proaspete si Salate,20171101,m_image.js,v1
Ciuperci feliate calitatea I 400g (bucata),519 Lei/buc,1298 Lei/Kg,22804,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii Roma 500g (bucata),599 Lei/buc,1198 Lei/Kg,86398,Legume proaspete si Salate,20171101,m_image.js,v1
Usturoi 250g (produs ambalat),519 Lei/buc,2076 Lei/Kg,19721,Legume proaspete si Salate,20171101,m_image.js,v1
Ardei gras semafor 500g (produs ambalat),649 Lei/buc,,52437,Legume proaspete si Salate,20171101,m_image.js,v1
Cartofi 5kg 365,1999 Lei/buc,400 Lei/Kg,63478,Legume proaspete si Salate,20171101,m_image.js,v1
Fasole uscata alba calitatea1 kg (vrac),699 Lei/Kg,,67593,Legume proaspete si Salate,20171101,m_image.js,v1
Rosii cherry kg (vrac),2799 Lei/Kg,,46890,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Mediteraneana 150g 365,599 Lei/buc,3993 Lei/Kg,41171,Legume proaspete si Salate,20171101,m_image.js,v1
Sparanghel verde 450G (bucata),2499 Lei/buc,,45067,Legume proaspete si Salate,20171101,m_image.js,v1
Morcovi 2kg 365,699 Lei/buc,349 Lei/Kg,63476,Legume proaspete si Salate,20171101,m_image.js,v1
Ardei iute 200g 365,299 Lei/buc,1495 Lei/Kg,72266,Legume proaspete si Salate,20171101,m_image.js,v1
Sfecla rosie 450g (produs ambalat),559 Lei/buc,1242 Lei/Kg,41419,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Cosmopolitana 100g 365,649 Lei/buc,6490 Lei/Kg,41170,Legume proaspete si Salate,20171101,m_image.js,v1
Cartofi eco 1kg (produs ambalat),599 Lei/buc,599 Lei/Kg,91146,Legume proaspete si Salate,20171101,m_image.js,v1
Mazare mangetout 250g (bucata),1399 Lei/buc,5596 Lei/Kg,41370,Legume proaspete si Salate,20171101,m_image.js,v1
Pikans mix 140g 365,649 Lei/buc,4636 Lei/Kg,69960,Legume proaspete si Salate,20171101,m_image.js,v1
Salata Fitness mix 280g 365,749 Lei/buc,2675 Lei/Kg,75888,Legume proaspete si Salate,20171101,m_image.js,v1
Bors de baut cu leustean 500ml Danila,259 Lei/buc,518 Lei/l,16337,Bors si muraturi,20171101,m_image.js,v1
Bors 1l Olympia,199 Lei/buc,199 Lei/l,87562,Bors si muraturi,20171101,m_image.js,v1
Castraveti murati 500g Gusturi romanesti,399 Lei/buc,998 Lei/Kg,10171,Bors si muraturi,20171101,m_image.js,v1
Bors 1l Gusturi romanesti,169 Lei/buc,169 Lei/l,5285,Bors si muraturi,20171101,m_image.js,v1
Varza murata 2kg Gusturi romanesti,1499 Lei/buc,749 Lei/Kg,10172,Bors si muraturi,20171101,m_image.js,v1
Bors proaspat 1.25l Danila,249 Lei/buc,199 Lei/l,62712,Bors si muraturi,20171101,m_image.js,v1
Varza murata tocata Calitatea 1 900g (bucata),699 Lei/buc,777 Lei/Kg,16362,Bors si muraturi,20171101,m_image.js,v1
Ardei umpluti cu varza 650g (produs ambalat),599 Lei/buc,922 Lei/Kg,41338,Bors si muraturi,20171101,m_image.js,v1
Salata de varza rosie 600g (produs ambalat),449 Lei/buc,748 Lei/Kg,93370,Bors si muraturi,20171101,m_image.js,v1
Muraturi asortate 800g (produs ambalat),599 Lei/buc,749 Lei/Kg,81962,Bors si muraturi,20171101,m_image.js,v1
Struguri albi (vrac),799 Lei/Kg,,46156,Fructe proaspete,20171101,m_image.js,v1
Banane kg (vrac),449 Lei/Kg,,45788,Fructe proaspete,20171101,m_image.js,v1
Lamai kg (vrac),599 Lei/Kg,,46153,Fructe proaspete,20171101,m_image.js,v1
Pere Williams (vrac),599 Lei/Kg,,32705,Fructe proaspete,20171101,m_image.js,v1
Struguri roze (vrac),799 Lei/Kg,,45852,Fructe proaspete,20171101,m_image.js,v1
Mere Golden 2kg (produs ambalat),799 Lei/buc,399 Lei/Kg,84114,Fructe proaspete,20171101,m_image.js,v1
Rodii (vrac),599 Lei/Kg,,45841,Fructe proaspete,20171101,m_image.js,v1
Limes kg (vrac),1499 Lei/Kg,,50378,Fructe proaspete,20171101,m_image.js,v1
Lamai eco 500g (produs ambalat),999 Lei/buc,1998 Lei/Kg,84148,Fructe proaspete,20171101,m_image.js,v1
Portocale kg (vrac),699 Lei/Kg,,19773,Fructe proaspete,20171101,m_image.js,v1
Struguri negri kg (vrac),499 Lei/Kg,,45851,Fructe proaspete,20171101,m_image.js,v1
Struguri albi fara samburi (vrac),739 Lei/Kg,,48838,Fructe proaspete,20171101,m_image.js,v1
Zmeura 125g (produs ambalat),1599 Lei/buc,12792 Lei/Kg,54613,Fructe proaspete,20171101,m_image.js,v1
Mere rosii ECO 600g (produs ambalat),1099 Lei/buc,1832 Lei/Kg,91148,Fructe proaspete,20171101,m_image.js,v1
Kiwi (vrac),599 Lei/Kg,,46150,Fructe proaspete,20171101,m_image.js,v1
Avocado READY TO EAT (bucata),699 Lei/buc,,96328,Fructe proaspete,20171101,m_image.js,v1
Mere rosii 2kg (produs ambalat),699 Lei/buc,349 Lei/Kg,71669,Fructe proaspete,20171101,m_image.js,v1
Avocado 700g (produs ambalat),1099 Lei/buc,1570 Lei/Kg,25399,Fructe proaspete,20171101,m_image.js,v1
Grapefruit rosu kg (vrac),499 Lei/Kg,,45814,Fructe proaspete,20171101,m_image.js,v1
Kaki (bucata),159 Lei/buc,,27899,Fructe proaspete,20171101,m_image.js,v1
Kiwi eco 450g (produs ambalat),1099 Lei/buc,2747 Lei/Kg,21106,Fructe proaspete,20171101,m_image.js,v1
Nuca cocos de baut (bucata),999 Lei/buc,,96654,Fructe proaspete,20171101,m_image.js,v1
Avocado READY TO EAT 2buc (produs ambalat),999 Lei/buc,,24368,Fructe proaspete,20171101,m_image.js,v1
Ananas Gold kg (vrac),499 Lei/Kg,,51592,Fructe proaspete,20171101,m_image.js,v1
Ananas kg (vrac),599 Lei/Kg,,50960,Fructe proaspete,20171101,m_image.js,v1
Banane baby 250g (produs ambalat),499 Lei/buc,"Modalitati de livrare disponibile in Bucureşti, Sectorul 6 Modifica locatia",43283,Fructe proaspete,20171101,m_image.js,v1
Guacamole mix 500g (produs ambalat),1999 Lei/buc,3998 Lei/Kg,4621,Fructe proaspete,20171101,m_image.js,v1
Fructul pasiunii 125g (produs ambalat),449 Lei/buc,3592 Lei/Kg,95135,Fructe proaspete,20171101,m_image.js,v1
Physalis 100g (produs ambalat),499 Lei/buc,4990 Lei/Kg,54635,Fructe proaspete,20171101,m_image.js,v1
Castane (vrac),1999 Lei/Kg,,48944,Fructe proaspete,20171101,m_image.js,v1
Nuca de cocos (bucata),299 Lei/buc,,46878,Fructe proaspete,20171101,m_image.js,v1
Mure caserola 125g (produs ambalat),1499 Lei/buc,11992 Lei/Kg,54611,Fructe proaspete,20171101,m_image.js,v1
Kumquats 250g (produs ambalat),1299 Lei/buc,5196 Lei/Kg,68553,Fructe proaspete,20171101,m_image.js,v1
Pepene galben (vrac),699 Lei/Kg,,49557,Fructe proaspete,20171101,m_image.js,v1
Pere Abate kg Gusturi romanesti,799 Lei/Kg,,98927,Fructe proaspete,20171101,m_image.js,v1
Mere Golden kg Gusturi romanesti,499 Lei/Kg,,75220,Fructe proaspete,20171101,m_image.js,v1
Pepino (bucata),1099 Lei/buc,5495 Lei/Kg,54631,Fructe proaspete,20171101,m_image.js,v1
Capsuni caserola 500g (produs ambalat),1799 Lei/buc,3598 Lei/Kg,46876,Fructe proaspete,20171101,m_image.js,v1
Mere Gala (vrac),499 Lei/Kg,"Modalitati de livrare disponibile in Bucureşti, Sectorul 6 Modifica locatia",82942,Fructe proaspete,20171101,m_image.js,v1
Pepene Galia (vrac),,,33222,Fructe proaspete,20171101,m_image.js,v1
Granadilla buc (bucata),899 Lei/buc,,84155,Fructe proaspete,20171101,m_image.js,v1
Kiwano (bucata),899 Lei/buc,,50736,Fructe proaspete,20171101,m_image.js,v1
Pitaya fructul dragonului (bucata),1649 Lei/buc,,84151,Fructe proaspete,20171101,m_image.js,v1
Smochine (vrac),1499 Lei/Kg,,31823,Fructe proaspete,20171101,m_image.js,v1
Mere Bot de iepure kg Gusturi romanesti,699 Lei/Kg,,12853,Fructe proaspete,20171101,m_image.js,v1
Alune de padure (vrac),1999 Lei/Kg,,99005,Fructe proaspete,20171101,m_image.js,v1
Pere rosii kg Gusturi romanesti,799 Lei/Kg,,98930,Fructe proaspete,20171101,m_image.js,v1
Pere Lucas kg Gusturi romanesti,799 Lei/Kg,,98928,Fructe proaspete,20171101,m_image.js,v1
Pere Abate caserola 800g (produs ambalat),499 Lei/buc,624 Lei/Kg,98745,Fructe proaspete,20171101,m_image.js,v1
"Smoothie de banane, mango si fructul pasiunii 250ml Delhaize",479 Lei/buc,1916 Lei/l,42095,Sucuri fresh,20171101,m_image.js,v1
Smoothie Acai 250ml Urban Monkey,799 Lei/buc,3196 Lei/l,6342,Sucuri fresh,20171101,m_image.js,v1
Suc fresh de zmeura 330ml Urban Monkey,899 Lei/buc,2724 Lei/l,6339,Sucuri fresh,20171101,m_image.js,v1
Suc fresh de portocale 1l Delhaize,790 Lei/buc,790 Lei/l,42092,Sucuri fresh,20171101,m_image.js,v1
"Suc natural de portocale, mere si morcov 1l Olympus",1099 Lei/buc,1099 Lei/l,17447,Sucuri fresh,20171101,m_image.js,v1
Apa de cocos 330ml Urban Monkey,1099 Lei/buc,3330 Lei/l,6340,Sucuri fresh,20171101,m_image.js,v1
Smoothie cu fructul pasiunii 250ml Urban Monkey,799 Lei/buc,3196 Lei/l,6347,Sucuri fresh,20171101,m_image.js,v1
Suc fresh de mango 330ml Urban Monkey,899 Lei/buc,2724 Lei/l,6338,Sucuri fresh,20171101,m_image.js,v1
Suc fresh rodie+mar+cocos 0.33l Urban Monkey,999 Lei/buc,3027 Lei/l,25000,Sucuri fresh,20171101,m_image.js,v1
"Suc proaspat South Africa din ananas , mar , guave si baobab 0.75l Delhaize",1299 Lei/buc,1732 Lei/l,18992,Sucuri fresh,20171101,m_image.js,v1
Smoothie mango+fr.pasiunii+cocos+fulgi.ovaz+sem.in+banana 0.25l Urban Monkey,899 Lei/buc,3596 Lei/l,25014,Sucuri fresh,20171101,m_image.js,v1
Suc Tropical 0.9l Innocent,1199 Lei/buc,1332 Lei/l,12824,Sucuri fresh,20171101,m_image.js,v1
Limonada raw 330ml Urban Monkey,799 Lei/buc,2421 Lei/l,19372,Sucuri fresh,20171101,m_image.js,v1
"Smoothie de zmeura, capsuni si coacaze 250ml Delhaize",483 Lei/buc,1932 Lei/l,88385,Sucuri fresh,20171101,m_image.js,v1
Limonada raw ananas 330ml Urban Monkey,799 Lei/buc,2421 Lei/l,19368,Sucuri fresh,20171101,m_image.js,v1
Smuti piersica si mango 200ml Sloop,649 Lei/buc,3245 Lei/l,9935,Sucuri fresh,20171101,m_image.js,v1
"Suc 100% de mere, pere si zmeura 0.5l Delhaize",1054 Lei/buc,2108 Lei/l,84680,Sucuri fresh,20171101,m_image.js,v1
Smuti de cocos si ananas 200ml Sloop,799 Lei/buc,3995 Lei/l,9938,Sucuri fresh,20171101,m_image.js,v1
Smoothie Energy 0.36l Innocent,999 Lei/buc,2775 Lei/l,12813,Sucuri fresh,20171101,m_image.js,v1
Smoothie Antioxidant 0.36l Innocent,999 Lei/buc,2775 Lei/l,12814,Sucuri fresh,20171101,m_image.js,v1
Raw juice 5 turmeric 330ml Urban Monkey,769 Lei/buc,2330 Lei/l,13798,Sucuri fresh,20171101,m_image.js,v1
Suc de ananas si lime 1l Delhaize,1054 Lei/buc,1054 Lei/l,75997,Sucuri fresh,20171101,m_image.js,v1
Smoothie mango+ananas+banana+spanac 0.25l Urban Monkey,899 Lei/buc,3596 Lei/l,25003,Sucuri fresh,20171101,m_image.js,v1
Smoothie cu capsuni 250ml Urban Monkey,899 Lei/buc,3596 Lei/l,6349,Sucuri fresh,20171101,m_image.js,v1
Suc fresh de sfecla 330ml Urban Monkey,899 Lei/buc,2724 Lei/l,6331,Sucuri fresh,20171101,m_image.js,v1
Suc de mere 0.9l Innocent,1199 Lei/buc,1332 Lei/l,12817,Sucuri fresh,20171101,m_image.js,v1
Limonada raw fructe de padure 330ml Urban Monkey,799 Lei/buc,2421 Lei/l,19376,Sucuri fresh,20171101,m_image.js,v1
Suc fresh Kale 330ml Urban Monkey,899 Lei/buc,2724 Lei/l,6287,Sucuri fresh,20171101,m_image.js,v1
"Suc de struguri, zmeura si cirese 1l Delhaize",1230 Lei/buc,1230 Lei/l,90630,Sucuri fresh,20171101,m_image.js,v1
Detox shot portocala+iarba.grau+lamaie 60ml Urban Monkey,499 Lei/buc,8317 Lei/l,25020,Sucuri fresh,20171101,m_image.js,v1
Smuti de sfecla si rodie 200ml Sloop,649 Lei/buc,3245 Lei/l,9936,Sucuri fresh,20171101,m_image.js,v1
"Suc proaspat Hawai cu ananas, ghimbir si cocos 0.75l Delhaize",1299 Lei/buc,1732 Lei/l,18995,Sucuri fresh,20171101,m_image.js,v1
Wellness shot ananas+turmeric+lamaie 60ml Urban Monkey,499 Lei/buc,8317 Lei/l,25025,Sucuri fresh,20171101,m_image.js,v1
"Smoothie cu ananas,mango si cocos 250ml Delhaize",499 Lei/buc,1996 Lei/l,23880,Sucuri fresh,20171101,m_image.js,v1
"Suc natural rodie, struguri, portocale si mar 1l Olympus",1349 Lei/buc,"Modalitati de livrare disponibile in Bucureşti, Sectorul 6 Modifica locatia",21705,Sucuri fresh,20171101,m_image.js,v1
Smoothie de avocado 250ml Urban Monkey,899 Lei/buc,3596 Lei/l,13803,Sucuri fresh,20171101,m_image.js,v1
Suc 100% de portocale si kiwi 0.5l Delhaize,966 Lei/buc,1932 Lei/l,84678,Sucuri fresh,20171101,m_image.js,v1
Vitality shot mar+ghimbir+lamaie 0.06l Urban Monkey,499 Lei/buc,8317 Lei/l,25019,Sucuri fresh,20171101,m_image.js,v1
Smuti morcov si mango 200ml Sloop,799 Lei/buc,3995 Lei/l,9937,Sucuri fresh,20171101,m_image.js,v1
"Suc proaspat Cuba cu ananas, ghimbir si cocos 0.75l Delhaize",1299 Lei/buc,1732 Lei/l,18996,Sucuri fresh,20171101,m_image.js,v1
